timestamp,room_temp,room_hum,room_batt_mv,cpu_usage,cpu_temp,gpu_temp,gpu_usage,ram_usage,disk_usage
2026-05-20 11:50:20,27.40,35,2858,0.50,,31.00,0.00,21.40,11.30
2026-05-20 11:50:50,27.41,35,2858,0.20,,31.00,0.00,21.40,11.30
2026-05-20 11:51:21,27.37,35,2858,0.30,,30.00,0.00,21.40,11.30
2026-05-20 11:51:51,27.38,35,2858,0.90,,30.00,0.00,21.40,11.30
2026-05-20 11:52:22,27.42,35,2858,0.50,,30.00,0.00,21.40,11.30
2026-05-20 11:52:52,27.41,35,2858,2.00,,30.00,0.00,21.40,11.30
2026-05-20 11:53:23,27.41,34,2858,0.20,,30.00,0.00,21.40,11.30
2026-05-20 11:53:53,27.39,34,2858,0.50,,30.00,0.00,21.40,11.30
2026-05-20 11:54:24,27.41,34,2858,0.60,,30.00,1.00,21.40,11.40
2026-05-20 11:54:55,27.40,35,2858,0.40,,30.00,0.00,21.50,11.40
2026-05-20 11:55:25,27.38,34,2858,2.30,,30.00,0.00,21.50,11.40
2026-05-20 11:55:56,27.41,35,2858,1.40,,30.00,0.00,21.50,11.40
2026-05-20 11:56:26,27.39,35,2858,0.60,,30.00,0.00,21.50,11.40
2026-05-20 11:56:56,27.36,35,2858,0.50,,30.00,0.00,21.40,11.40
2026-05-20 11:57:27,27.41,35,2858,0.60,,30.00,0.00,21.40,11.40
2026-05-20 11:57:58,27.39,35,2858,0.80,,30.00,0.00,21.40,11.40
2026-05-20 11:58:28,27.40,35,2858,0.70,,30.00,0.00,21.40,11.40
2026-05-20 11:58:59,27.38,35,2858,0.90,,31.00,0.00,21.40,11.40
2026-05-20 11:59:29,27.42,35,2856,1.00,,31.00,0.00,21.40,11.40
2026-05-20 12:00:00,27.46,35,2856,1.40,,31.00,1.00,21.40,11.40
2026-05-20 12:00:30,27.44,35,2856,0.80,,31.00,1.00,21.40,11.40
2026-05-20 12:01:01,27.46,35,2856,1.70,,31.00,0.00,21.40,11.40
2026-05-20 12:01:31,27.47,35,2856,1.10,,31.00,0.00,21.40,11.40
2026-05-20 12:02:02,27.47,35,2856,0.50,,31.00,0.00,21.40,11.40
2026-05-20 12:02:32,27.53,35,2856,2.30,,31.00,0.00,21.40,11.40
2026-05-20 12:03:03,27.49,35,2856,3.50,,31.00,0.00,21.40,11.40
2026-05-20 12:03:33,27.53,35,2856,2.40,,31.00,0.00,21.40,11.40
2026-05-20 12:04:04,27.49,35,2856,1.80,,31.00,0.00,21.40,11.40
2026-05-20 12:04:34,27.52,35,2857,0.50,,31.00,0.00,21.40,11.40
2026-05-20 12:05:05,27.54,35,2857,0.50,,31.00,0.00,21.30,11.40
2026-05-20 12:05:35,27.55,35,2857,7.20,,31.00,0.00,21.30,11.30
2026-05-20 12:06:06,27.59,35,2857,1.10,,31.00,0.00,21.40,11.30
2026-05-20 12:06:36,27.59,35,2857,1.20,,31.00,0.00,21.40,11.30
2026-05-20 12:07:07,27.57,35,2857,0.30,,31.00,0.00,21.40,11.30
2026-05-20 12:07:37,27.60,35,2857,0.40,,31.00,0.00,21.40,11.30
2026-05-20 12:08:08,27.61,35,2857,0.50,,31.00,0.00,21.40,11.30
2026-05-20 12:08:38,27.63,35,2857,0.60,,31.00,1.00,21.40,11.30
2026-05-20 12:09:09,27.61,36,2857,1.40,,31.00,0.00,21.40,11.30
2026-05-20 12:09:39,27.60,36,2858,0.40,,31.00,0.00,21.40,11.30
2026-05-20 12:10:10,27.60,36,2858,0.60,,31.00,0.00,21.40,11.30
2026-05-20 12:10:40,27.63,36,2858,0.60,,31.00,0.00,21.40,11.30
2026-05-20 12:11:11,27.61,36,2858,0.40,,31.00,0.00,21.40,11.30
2026-05-20 12:11:42,27.63,36,2858,5.20,,31.00,0.00,21.40,11.30
2026-05-20 12:12:12,27.64,35,2858,0.80,,31.00,0.00,21.40,11.30
2026-05-20 12:12:43,27.64,35,2858,0.50,,31.00,1.00,21.40,11.30
2026-05-20 12:13:13,27.63,35,2858,0.30,,31.00,0.00,21.40,11.30
2026-05-20 12:13:44,27.65,35,2858,2.10,,31.00,0.00,21.40,11.30
2026-05-20 12:14:14,27.67,34,2858,1.90,,31.00,1.00,21.40,11.30
2026-05-20 12:14:45,27.65,34,2858,0.70,,30.00,1.00,21.40,11.30
2026-05-20 12:15:15,27.65,34,2858,0.60,,30.00,0.00,21.40,11.30
2026-05-20 12:15:46,27.65,34,2858,0.60,,30.00,0.00,21.40,11.30
2026-05-20 12:16:16,27.66,34,2858,0.40,,30.00,0.00,21.40,11.40
2026-05-20 12:16:47,27.67,34,2858,0.90,,30.00,0.00,21.40,11.40
2026-05-20 12:17:17,27.67,34,2858,2.60,,30.00,0.00,21.40,11.40
2026-05-20 12:17:48,27.70,34,2858,0.50,,30.00,0.00,21.40,11.40
2026-05-20 12:18:18,27.69,34,2858,2.10,,30.00,0.00,21.40,11.40
2026-05-20 12:18:49,27.70,34,2858,0.60,,30.00,0.00,21.40,11.40
2026-05-20 12:19:20,27.71,34,2856,1.50,,30.00,0.00,21.40,11.40
2026-05-20 12:19:50,27.66,34,2856,0.60,,30.00,0.00,21.40,11.40
2026-05-20 12:20:21,27.68,34,2856,0.40,,30.00,1.00,21.40,11.40
2026-05-20 12:20:51,27.69,34,2856,0.40,,30.00,0.00,21.40,11.40
2026-05-20 12:21:22,27.66,34,2856,2.10,,30.00,0.00,21.40,11.40
2026-05-20 12:21:52,27.66,34,2856,3.60,,30.00,0.00,21.40,11.40
2026-05-20 12:22:23,27.66,34,2856,0.90,,31.00,0.00,21.40,11.40
2026-05-20 12:22:53,27.65,34,2856,3.50,,31.00,0.00,21.40,11.40
2026-05-20 12:23:24,27.65,34,2856,15.40,,31.00,0.00,21.50,11.40
2026-05-20 12:23:54,27.65,34,2856,0.70,,31.00,0.00,21.50,11.40
2026-05-20 12:24:25,27.67,34,2878,14.80,,31.00,1.00,21.50,11.40
2026-05-20 12:24:55,27.68,34,2878,8.30,,31.00,1.00,21.50,11.40
2026-05-20 12:25:26,27.70,34,2878,22.10,,30.00,0.00,21.60,11.40
